FRANCHISE,PLAYER,INJ,SALARY,YEARS,CONTRACT,ROSTER
Arizona Cardinals,"Flournoy, Ryan DAL WR",,$2.01,2,2026 UFA,ACTIVE_ROSTER
Arizona Cardinals,"Godwin, Chris TBB WR",,$15.00,1,2026 UFA,ACTIVE_ROSTER
Arizona Cardinals,"Mooney, Darnell NYG WR",,$9.08,1,2025 SRFA,ACTIVE_ROSTER
Arizona Cardinals,"Ridley, Calvin TEN WR",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Arizona Cardinals,"Tate, Carnell TEN WR",,$8.26,4,2026 1.03,ACTIVE_ROSTER
Arizona Cardinals,"Thomas Jr., Brian JAC WR",,$3.45,2,2024 1.10,ACTIVE_ROSTER
Arizona Cardinals,"Bellinger, Daniel TEN TE",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Arizona Cardinals,"Johnson, Juwan NOS TE",,$8.11,3,2025 iEXT,ACTIVE_ROSTER
Arizona Cardinals,"Nowakowski, Riley PIT TE",,$0.94,3,2026 UDFA,ACTIVE_ROSTER
Arizona Cardinals,"Sinnott, Ben WAS TE",,$1.78,2,2024 2.10,ACTIVE_ROSTER
Arizona Cardinals,"Sanders, Jason NYJ PK",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Arizona Cardinals,"York, Cade NYJ PK",Questionable,$1.10,1,2026 UFA,ACTIVE_ROSTER
Arizona Cardinals,"Haack, Matt ARI PN",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Arizona Cardinals,"Bresee, Bryan NOS DT",,$3.70,1,2023 3.01^,ACTIVE_ROSTER
Arizona Cardinals,"Buckner, DeForest IND DT",Questionable,$21.96,1,2026 oEXT,ACTIVE_ROSTER
Arizona Cardinals,"Kancey, Calijah TBB DT",,$1.93,1,2023 2.09,ACTIVE_ROSTER
Arizona Cardinals,"Laulu, Jonah LVR DT",,$7.76,4,2026 oEXT,ACTIVE_ROSTER
Arizona Cardinals,"Diaby, YaYa TBB DE",,$7.00,2,2026 RRFA,ACTIVE_ROSTER
Arizona Cardinals,"Epenesa, A.J. PHI DE",,$3.77,2,2024 ORFA4,ACTIVE_ROSTER
Arizona Cardinals,"Greenard, Jonathan PHI DE",Questionable,$9.90,3,2026 mEXT,ACTIVE_ROSTER
Arizona Cardinals,"Landry, Harold NEP DE",,$10.89,1,2024 B/R,ACTIVE_ROSTER
Arizona Cardinals,"Mack, Khalil LAC DE",,$4.08,1,2025 UFA,ACTIVE_ROSTER
Arizona Cardinals,"Thomas, R Mason KCC DE",,$1.13,4,2026 4.03,ACTIVE_ROSTER
Arizona Cardinals,"Allen, CJ IND LB",,$2.29,4,2026 2.03,ACTIVE_ROSTER
Arizona Cardinals,"Campbell, Jack DET LB",,$2.93,1,2023 1.14,ACTIVE_ROSTER
Arizona Cardinals,"Campbell, Jihaad PHI LB",Questionable,$2.10,3,2025 2.05,ACTIVE_ROSTER
Arizona Cardinals,"Chenal, Leo WAS LB",,$2.10,3,2026 oEXT,ACTIVE_ROSTER
Arizona Cardinals,"Colson, Junior LAC LB",Questionable,$1.93,2,2024 2.07,ACTIVE_ROSTER
Arizona Cardinals,"Perkins, Harold ATL LB",,$0.94,3,2026 UDFA,ACTIVE_ROSTER
Arizona Cardinals,"Simpson, Trenton BAL LB",,$1.41,1,2023 3.12,ACTIVE_ROSTER
Arizona Cardinals,"Jones, Marcus NEP CB",,$3.99,2,2026 UFA,ACTIVE_ROSTER
Arizona Cardinals,"Lewis, Jourdan JAC CB",Questionable,$2.01,3,2026 oEXT,ACTIVE_ROSTER
Arizona Cardinals,"Sainristil, Mike WAS CB",,$1.17,2,2024 4.07,ACTIVE_ROSTER
Arizona Cardinals,"Turner, DJ CIN CB",Questionable,$3.48,2,2025 iEXT,ACTIVE_ROSTER
Arizona Cardinals,"Wiggins, Nate BAL CB",,$2.57,4,2026 oEXT,ACTIVE_ROSTER
Arizona Cardinals,"Hamilton, Kyle BAL S",,$8.45,3,2025 iEXT,ACTIVE_ROSTER
Arizona Cardinals,"Reid, Justin NOS S",,$3.61,3,2026 oEXT,ACTIVE_ROSTER
Arizona Cardinals,"Stukes, Treydan LVR S",,$1.17,4,2026 3.19,ACTIVE_ROSTER
Arizona Cardinals,"Thieneman, Dillon CHI S",,$3.08,4,2026 1.13,ACTIVE_ROSTER
Arizona Cardinals,"Klubnik, Cade NYJ QB",Questionable,$1.03,4,2026 4.18,TAXI_SQUAD
Arizona Cardinals,"Davis, Malik DAL RB",,$1.10,1,2026 R/F,TAXI_SQUAD
Arizona Cardinals,"Thomas, Noah CIN WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Arizona Cardinals,"Koziol, Tanner JAC TE",,$1.00,4,2026 5.03,TAXI_SQUAD
Arizona Cardinals,"Enagbare, Kingsley NYJ DE",,$1.10,1,2026 R/F,TAXI_SQUAD
Arizona Cardinals,"Oliver, Collin GBP DE",,$0.99,2,2025 UDFA,TAXI_SQUAD
Arizona Cardinals,"Stewart, Josaiah LAR DE",,$0.99,2,2025 UDFA,TAXI_SQUAD
Arizona Cardinals,"Paul, Chris SEA LB",,$1.10,3,2025 4.11,TAXI_SQUAD
Arizona Cardinals,"Bowman, Billy ATL CB",Questionable,$1.02,3,2025 5.23,TAXI_SQUAD
Arizona Cardinals,"Lassiter, Kamari HOU CB",,$1.09,2,2024 5.07,TAXI_SQUAD
Arizona Cardinals,"Muhammad, Malik CHI CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Arizona Cardinals,"Taylor-Britt, Cam IND CB",,$1.10,1,2026 R/F,TAXI_SQUAD
Arizona Cardinals,"Conner, Chamarri KCC S",,$1.10,1,2026 ERFA,TAXI_SQUAD
Arizona Cardinals,"Harris, Will WAS S",,$1.10,1,2026 R/F,TAXI_SQUAD
Arizona Cardinals,"Hooker, Malik DAL S",Questionable,$1.10,1,2026 R/F,TAXI_SQUAD
Los Angeles Rams,"Jones, Mac SFO QB",Questionable,$2.00,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Purdy, Brock SFO QB",,$32.78,6,2026 oEXT,ACTIVE_ROSTER
Los Angeles Rams,"Young, Bryce CAR QB",,$6.09,1,2023 1.05,ACTIVE_ROSTER
Los Angeles Rams,"Achane, De'Von MIA RB",Questionable,$5.81,1,2023 2.02^,ACTIVE_ROSTER
Los Angeles Rams,"Allen, LeQuint JAC RB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Allgeier, Tyler ARI RB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Brooks, Chris GBP RB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Ayomanor, Elic TEN WR",,$1.21,3,2025 3.19,ACTIVE_ROSTER
Los Angeles Rams,"Bourne, Kendrick ARI WR",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Evans, Mike SFO WR",,$37.24,3,2025 iEXT,ACTIVE_ROSTER
Los Angeles Rams,"Meyers, Jakobi JAC WR",,$8.12,2,2026 oEXT,ACTIVE_ROSTER
Los Angeles Rams,"Pearsall, Ricky SFO WR",,$2.57,2,2024 1.15,ACTIVE_ROSTER
Los Angeles Rams,"Tillman, Cedric CLE WR",,$1.46,1,2023 3.08,ACTIVE_ROSTER
Los Angeles Rams,"Whittington, Jordan LAR WR",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Los Angeles Rams,"Goedert, Dallas PHI TE",,$2.95,2,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Taylor, Mason NYJ TE",,$1.67,3,2025 2.13,ACTIVE_ROSTER
Los Angeles Rams,"Bass, Tyler BUF PK",Questionable,$1.10,1,2026 R/F,ACTIVE_ROSTER
Los Angeles Rams,"Fairbairn, Ka'imi HOU PK",,$2.34,3,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Bailey, Jake ATL PN",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Taylor, Tory CHI PN",,$1.13,2,2024 4.12,ACTIVE_ROSTER
Los Angeles Rams,"Allen, Jonathan CIN DT",,$5.70,2,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Benton, Keeanu PIT DT",,$3.70,1,2023 5.08^,ACTIVE_ROSTER
Los Angeles Rams,"Campbell, Calais BAL DT",,$2.09,2,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Fiske, Braden LAR DT",,$1.46,2,2024 3.04,ACTIVE_ROSTER
Los Angeles Rams,"Rankins, Sheldon HOU DT",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Los Angeles Rams,"Stewart, Grover IND DT",,$5.88,1,2025 SRFA,ACTIVE_ROSTER
Los Angeles Rams,"Carter, Abdul NYG DE",Questionable,$3.97,3,2025 1.09,ACTIVE_ROSTER
Los Angeles Rams,"Paye, Kwity LVR DE",,$4.08,2,2024 iEXT,ACTIVE_ROSTER
Los Angeles Rams,"Scourton, Nic CAR DE",,$1.09,3,2025 4.13,ACTIVE_ROSTER
Los Angeles Rams,"Van Ginkel, Andrew MIN DE",,$16.10,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Watt, T.J. PIT DE",,$25.36,5,2025 iEXT,ACTIVE_ROSTER
Los Angeles Rams,"Cooper, Edgerrin GBP LB",Questionable,$1.58,2,2024 2.15,ACTIVE_ROSTER
Los Angeles Rams,"Davis, Demario NYJ LB",,$3.38,1,2024 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Styles, Sonny WAS LB",,$3.28,4,2026 1.12,ACTIVE_ROSTER
Los Angeles Rams,"Wilson, Mack ARI LB",Questionable,$1.10,1,2025 R/F,ACTIVE_ROSTER
Los Angeles Rams,"Brown, Montaric JAC CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Los Angeles Rams,"Delane, Mansoor KCC CB",Questionable,$1.19,4,2026 3.17,ACTIVE_ROSTER
Los Angeles Rams,"Gardner, Sauce IND CB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Baker, Budda ARI S",,$3.27,1,2024 B/R,ACTIVE_ROSTER
Los Angeles Rams,"Bates, Jessie ATL S",,$3.80,2,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Blackmon, Julian NOS S",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Los Angeles Rams,"Clark, Bud SEA S",,$1.10,4,2026 4.07,ACTIVE_ROSTER
Los Angeles Rams,"Washington, Ar'Darius NYG S",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Los Angeles Rams,"Allar, Drew PIT QB",,$1.01,4,2026 4.23,TAXI_SQUAD
Los Angeles Rams,"Taylor, J'Mari JAC RB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Rams,"Bell, Dillon MIN WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Rams,"Mumpfield, Konata LAR WR",,$0.99,2,2025 UDFA,TAXI_SQUAD
Los Angeles Rams,"Smith, Anthony DAL WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Rams,"Wallace, Harrison ARI WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Rams,"Bentley, Dallen DEN TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Rams,"Boerkircher, Nate JAC TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Rams,"Stover, Cade HOU TE",,$1.08,2,2024 5.12,TAXI_SQUAD
Los Angeles Rams,"Miller, Christen NOS DT",Questionable,$1.05,4,2026 4.14,TAXI_SQUAD
Los Angeles Rams,"Proctor, Kaleb ARI DT",Questionable,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Rams,"Regis, Albert JAC DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Rams,"West, CJ SFO DT",,$0.99,2,2025 UDFA,TAXI_SQUAD
Los Angeles Rams,"Crawford, Keyron LVR DE",,$0.98,4,2026 5.19,TAXI_SQUAD
Los Angeles Rams,"Amos, Trey WAS CB",Questionable,$0.99,2,2025 UDFA,TAXI_SQUAD
Los Angeles Rams,"Cisse, Brandon GBP CB",,$0.98,4,2026 5.17,TAXI_SQUAD
Los Angeles Rams,"Johnson, Will ARI CB",,$1.06,3,2025 5.05,TAXI_SQUAD
Los Angeles Rams,"Rivers, Chandler BAL CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Rams,"Wheatley, Zakee CAR S",,$0.94,3,2026 UDFA,TAXI_SQUAD
Los Angeles Rams,"Winston, Kevin TEN S",,$1.03,3,2025 5.16,TAXI_SQUAD
San Francisco 49ers,"Burrow, Joe CIN QB",,$26.97,2,2023 iEXT,ACTIVE_ROSTER
San Francisco 49ers,"Daniels, Jayden WAS QB",,$3.72,2,2024 1.09,ACTIVE_ROSTER
San Francisco 49ers,"Corum, Blake LAR RB",,$1.49,2,2024 3.03,ACTIVE_ROSTER
San Francisco 49ers,"Heidenreich, Eli PIT RB",,$0.99,4,2026 5.04,ACTIVE_ROSTER
San Francisco 49ers,"Henderson, TreVeyon NEP RB",,$5.28,3,2025 1.06,ACTIVE_ROSTER
San Francisco 49ers,"Monangai, Kyle CHI RB",,$0.99,2,2025 UDFA,ACTIVE_ROSTER
San Francisco 49ers,"Pollard, Tony TEN RB",,$8.15,1,2025 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Hutchinson, Xavier HOU WR",,$1.10,1,2026 R/F,ACTIVE_ROSTER
San Francisco 49ers,"Iosivas, Andrei CIN WR",,$2.00,1,2026 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Lemon, Makai PHI WR",Questionable,$7.14,4,2026 1.04,ACTIVE_ROSTER
San Francisco 49ers,"McMillan, Jalen TBB WR",,$1.36,2,2024 3.09,ACTIVE_ROSTER
San Francisco 49ers,"St. Brown, Amon-Ra DET WR",,$37.66,3,2024 iEXT,ACTIVE_ROSTER
San Francisco 49ers,"Tolbert, Jalen MIA WR",,$2.00,1,2026 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Tucker, Tre LVR WR",,$5.77,3,2026 SRFA,ACTIVE_ROSTER
San Francisco 49ers,"Wilson, Roman PIT WR",,$1.81,2,2024 2.09,ACTIVE_ROSTER
San Francisco 49ers,"Zaccheaus, Olamide ATL WR",,$1.10,1,2025 R/F,ACTIVE_ROSTER
San Francisco 49ers,"Gesicki, Mike CIN TE",,$2.00,1,2026 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Gray, Noah KCC TE",,$5.20,2,2026 oEXT,ACTIVE_ROSTER
San Francisco 49ers,"Kelce, Travis KCC TE",,$9.90,1,2026 mEXT,ACTIVE_ROSTER
San Francisco 49ers,"Moody, Jake WAS PK",,$1.10,1,2026 R/F,ACTIVE_ROSTER
San Francisco 49ers,"Stout, Jordan NYG PN",,$2.00,1,2026 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Carter, Jalen PHI DT",,$3.30,1,2023 1.12,ACTIVE_ROSTER
San Francisco 49ers,"Ford, Poona LAR DT",,$2.00,1,2026 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Robinson, A'Shawn TBB DT",,$8.36,1,2025 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Sanders, T.J. BUF DT",,$1.10,3,2025 4.12,ACTIVE_ROSTER
San Francisco 49ers,"Williams, Leonard SEA DT",,$8.28,3,2026 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Armstrong, Dorance WAS DE",Questionable,$3.45,1,2026 oEXT,ACTIVE_ROSTER
San Francisco 49ers,"Chubb, Bradley BUF DE",,$2.10,1,2026 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Hutchinson, Aidan DET DE",,$10.78,4,2025 iEXT,ACTIVE_ROSTER
San Francisco 49ers,"Lawrence, Malachi DAL DE",,$1.98,4,2026 2.07,ACTIVE_ROSTER
San Francisco 49ers,"Martin, Jake TEN DE",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
San Francisco 49ers,"Murphy, Myles CIN DE",,$1.42,1,2023 3.11,ACTIVE_ROSTER
San Francisco 49ers,"Parker, T.J. BUF DE",,$1.86,4,2026 2.09,ACTIVE_ROSTER
San Francisco 49ers,"Wonnum, D.J. DET DE",,$3.92,1,2024 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Young, Zion BAL DE",,$1.05,4,2026 4.13,ACTIVE_ROSTER
San Francisco 49ers,"Barnes, Derrick DET LB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Henley, Daiyan LAC LB",,$3.70,1,2023 3.13^,ACTIVE_ROSTER
San Francisco 49ers,"Schwesinger, Carson CLE LB",Questionable,$2.04,3,2025 2.06,ACTIVE_ROSTER
San Francisco 49ers,"Smith, Roquan BAL LB",,$9.90,2,2025 B/R,ACTIVE_ROSTER
San Francisco 49ers,"Wagner, Bobby FA LB",,$4.81,1,2025 UFA,ACTIVE_ROSTER
San Francisco 49ers,"Hairston, Maxwell BUF CB",,$1.13,3,2025 4.06,ACTIVE_ROSTER
San Francisco 49ers,"McDuffie, Trent LAR CB",,$3.51,1,2024 oEXT,ACTIVE_ROSTER
San Francisco 49ers,"Mitchell, Quinyon PHI CB",,$1.21,2,2024 3.21,ACTIVE_ROSTER
San Francisco 49ers,"Ponds, D'Angelo NYJ CB",,$1.08,4,2026 4.09,ACTIVE_ROSTER
San Francisco 49ers,"Ward, Charvarius IND CB",Questionable,$2.47,2,2026 UFA,ACTIVE_ROSTER
San Francisco 49ers,"James, Derwin LAC S",,$5.67,1,2024 B/R,ACTIVE_ROSTER
San Francisco 49ers,"McKinney, Xavier GBP S",,$4.74,1,2024 oEXT,ACTIVE_ROSTER
San Francisco 49ers,"McNeil-Warren, Emmanuel CLE S",,$1.44,4,2026 3.04,ACTIVE_ROSTER
San Francisco 49ers,"Starks, Malaki BAL S",,$1.41,3,2025 3.06,ACTIVE_ROSTER
San Francisco 49ers,"Flacco, Joe CIN QB",,$1.10,1,2025 R/F,TAXI_SQUAD
San Francisco 49ers,"Mariota, Marcus WAS QB",,$1.10,1,2026 UFA,TAXI_SQUAD
San Francisco 49ers,"Demercado, Emari KCC RB",,$1.10,1,2026 UFA,TAXI_SQUAD
San Francisco 49ers,"Austin III, Calvin NYG WR",,$1.10,1,2026 R/F,TAXI_SQUAD
San Francisco 49ers,"Brown, Noah WAS WR",Questionable,$1.10,1,2025 R/F,TAXI_SQUAD
San Francisco 49ers,"Daniels, CJ LAR WR",,$0.98,4,2026 5.13,TAXI_SQUAD
San Francisco 49ers,"Musgrave, Luke GBP TE",Questionable,$1.88,1,2023 2.10,TAXI_SQUAD
San Francisco 49ers,"Gallimore, Neville CHI DT",,$1.10,1,2026 R/F,TAXI_SQUAD
San Francisco 49ers,"Kuwatch, Jackson CAR LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
San Francisco 49ers,"Murdock, Red DEN LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
San Francisco 49ers,"Alford, Dee BUF CB",,$1.10,1,2025 R/F,TAXI_SQUAD
Seattle Seahawks,"Cousins, Kirk LVR QB",,$3.60,1,2026 UFA,ACTIVE_ROSTER
Seattle Seahawks,"Mendoza, Fernando LVR QB",,$11.67,4,2026 1.01,ACTIVE_ROSTER
Seattle Seahawks,"Stroud, C.J. HOU QB",,$6.90,1,2023 1.04,ACTIVE_ROSTER
Seattle Seahawks,"Bigsby, Tank PHI RB",,$3.67,1,2026 ORFA3,ACTIVE_ROSTER
Seattle Seahawks,"Dobbins, J.K. DEN RB",,$7.45,1,2025 SRFA,ACTIVE_ROSTER
Seattle Seahawks,"Jeanty, Ashton LVR RB",,$10.80,3,2025 1.01,ACTIVE_ROSTER
Seattle Seahawks,"Robinson, Brian ATL RB",,$5.88,3,2025 SRFA,ACTIVE_ROSTER
Seattle Seahawks,"Washington Jr., Mike LVR RB",,$1.10,4,2026 4.06,ACTIVE_ROSTER
Seattle Seahawks,"Bell, Skyler BUF WR",,$1.25,4,2026 3.13,ACTIVE_ROSTER
Seattle Seahawks,"Burden, Luther CHI WR",,$2.45,3,2025 2.01,ACTIVE_ROSTER
Seattle Seahawks,"Burks, Treylon WAS WR",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Seattle Seahawks,"Coker, Jalen CAR WR",,$5.10,4,2024 iEXT,ACTIVE_ROSTER
Seattle Seahawks,"Diggs, Stefon FA WR",,$12.00,1,2026 B/R,ACTIVE_ROSTER
Seattle Seahawks,"Fields, Malachi NYG WR",,$1.67,4,2026 2.13,ACTIVE_ROSTER
Seattle Seahawks,"Johnson, Tez TBB WR",,$4.52,4,2025 iEXT,ACTIVE_ROSTER
Seattle Seahawks,"Johnston, Quentin LAC WR",,$4.10,1,2023 1.09,ACTIVE_ROSTER
Seattle Seahawks,"Watson, Christian GBP WR",,$30.01,4,2026 mEXT,ACTIVE_ROSTER
Seattle Seahawks,"Wicks, Dontayvion PHI WR",,$3.74,4,2024 oEXT,ACTIVE_ROSTER
Seattle Seahawks,"Kraft, Tucker GBP TE",Questionable,$3.70,1,2023 4.04^,ACTIVE_ROSTER
Seattle Seahawks,"Okonkwo, Chigoziem WAS TE",,$4.96,3,2023 oEXT,ACTIVE_ROSTER
Seattle Seahawks,"Sanders, Ja'Tavion CAR TE",,$1.34,1,2024 3.10,ACTIVE_ROSTER
Seattle Seahawks,"Stowers, Eli PHI TE",Questionable,$2.50,4,2026 2.01,ACTIVE_ROSTER
Seattle Seahawks,"Reichard, Will MIN PK",,$2.05,3,2025 iEXT,ACTIVE_ROSTER
Seattle Seahawks,"McNamara, Austin NYJ PN",,$2.01,3,2026 oEXT,ACTIVE_ROSTER
Seattle Seahawks,"Banks, Caleb MIN DT",Questionable,$1.32,4,2026 3.09,ACTIVE_ROSTER
Seattle Seahawks,"Briggs, Jowon NYJ DT",,$2.09,3,2026 oEXT,ACTIVE_ROSTER
Seattle Seahawks,"Dexter, Gervon CHI DT",,$3.70,1,2023 5.03^,ACTIVE_ROSTER
Seattle Seahawks,"Dorlus, Brandon ATL DT",,$2.09,3,2026 oEXT,ACTIVE_ROSTER
Seattle Seahawks,"Nolen, Walter ARI DT",Questionable,$1.54,3,2025 3.01,ACTIVE_ROSTER
Seattle Seahawks,"Orhorhoro, Ruke JAC DT",,$1.28,1,2024 3.15,ACTIVE_ROSTER
Seattle Seahawks,"Chaisson, K'Lavon WAS DE",,$3.49,2,2026 oEXT,ACTIVE_ROSTER
Seattle Seahawks,"Cooper, Jonathon DEN DE",,$6.94,3,2025 iEXT,ACTIVE_ROSTER
Seattle Seahawks,"Hunt, Jalyx PHI DE",,$2.81,3,2025 UFA,ACTIVE_ROSTER
Seattle Seahawks,"Smith, Nolan PHI DE",,$1.55,1,2023 3.04,ACTIVE_ROSTER
Seattle Seahawks,"Barton, Cody TEN LB",,$4.95,2,2025 UFA,ACTIVE_ROSTER
Seattle Seahawks,"Knight, Tyrice SEA LB",,$2.10,3,2026 oEXT,ACTIVE_ROSTER
Seattle Seahawks,"Lloyd, Devin CAR LB",,$8.01,3,2026 mEXT,ACTIVE_ROSTER
Seattle Seahawks,"Owusu-Koramoah, Jeremiah CLE LB",IR-PUP,$6.55,3,2025 B/R,ACTIVE_ROSTER
Seattle Seahawks,"Queen, Patrick PIT LB",,$8.72,1,2024 oEXT,ACTIVE_ROSTER
Seattle Seahawks,"McMillian, Ja'Quan DEN CB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Seattle Seahawks,"Cross, Nick WAS S",,$7.80,3,2026 ORFA5,ACTIVE_ROSTER
Seattle Seahawks,"Gilman, Alohi KCC S",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Seattle Seahawks,"Hawkins, Jaylinn BAL S",,$3.45,2,2025 iEXT,ACTIVE_ROSTER
Seattle Seahawks,"Jackson, Theo MIN S",,$1.90,1,2026 UFA,ACTIVE_ROSTER
Seattle Seahawks,"Metellus, Josh MIN S",Questionable,$2.10,1,2026 UFA,ACTIVE_ROSTER
Seattle Seahawks,"Green, Taylen CLE QB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Seattle Seahawks,"Milton, Joe DAL QB",,$1.10,1,2026 R/F,TAXI_SQUAD
Seattle Seahawks,"Rattler, Spencer NOS QB",,$1.10,1,2026 R/F,TAXI_SQUAD
Seattle Seahawks,"McLaughlin, Jaleel DEN RB",,$1.10,1,2026 R/F,TAXI_SQUAD
Seattle Seahawks,"Bond, Isaiah CLE WR",,$0.99,2,2025 UDFA,TAXI_SQUAD
Seattle Seahawks,"Cameron, Josh JAC WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Seattle Seahawks,"Collins, Beaux NYG WR",Questionable,$1.10,1,2026 ERFA,TAXI_SQUAD
Seattle Seahawks,"Lambert-Smith, KeAndre LAC WR",,$0.99,2,2025 UDFA,TAXI_SQUAD
Seattle Seahawks,"Smith, Arian NYJ WR",,$0.99,2,2025 UDFA,TAXI_SQUAD
Seattle Seahawks,"Sturdivant, J Michael GBP WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Seattle Seahawks,"Thornton, Dont'e LVR WR",,$1.03,3,2025 5.17,TAXI_SQUAD
Seattle Seahawks,"Walker, Devontez BAL WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Seattle Seahawks,"Watkins, Jordan SFO WR",,$0.99,2,2025 UDFA,TAXI_SQUAD
Seattle Seahawks,"Williams, Savion GBP WR",,$1.08,3,2025 4.15,TAXI_SQUAD
Seattle Seahawks,"Young, Colbie CIN WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Seattle Seahawks,"Jordan, Brevin HOU TE",Questionable,$1.10,1,2026 R/F,TAXI_SQUAD
Seattle Seahawks,"Kolar, Charlie LAC TE",,$1.10,1,2026 R/F,TAXI_SQUAD
Seattle Seahawks,"Trigg, Michael DAL TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Seattle Seahawks,"Isaac, Adisa BAL DE",Questionable,$1.10,1,2025 R/F,TAXI_SQUAD
Seattle Seahawks,"Jacas, Gabe NEP DE",Questionable,$1.02,4,2026 4.19,TAXI_SQUAD
Seattle Seahawks,"Robinson, Tavius BAL DE",,$1.10,1,2026 ERFA,TAXI_SQUAD
Seattle Seahawks,"Elliss, Christian NEP LB",,$1.10,1,2026 R/F,TAXI_SQUAD
Seattle Seahawks,"Obiazor, Namdi NEP LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Seattle Seahawks,"Parrish, Jacob TBB CB",,$0.99,2,2025 UDFA,TAXI_SQUAD
Seattle Seahawks,"Scott, Keionte TBB CB",,$0.99,4,2026 5.10,TAXI_SQUAD
Seattle Seahawks,"Terrell, Avieon ATL CB",,$1.00,4,2026 5.02,TAXI_SQUAD
Seattle Seahawks,"Williams, Garrett ARI CB",Questionable,$1.10,1,2025 R/F,TAXI_SQUAD
Seattle Seahawks,"Melifonwu, Ifeatu MIA S",,$1.10,1,2026 R/F,TAXI_SQUAD
Seattle Seahawks,"Smith, Genesis LAC S",,$0.94,3,2026 UDFA,TAXI_SQUAD
Seattle Seahawks,"Trader, Dante MIA S",,$1.10,1,2026 ERFA,TAXI_SQUAD
Buffalo Bills,"Burrow, Joe CIN QB",,$27.27,3,2023 iEXT,ACTIVE_ROSTER
Buffalo Bills,"Young, Bryce CAR QB",,$7.93,1,2023 1.03,ACTIVE_ROSTER
Buffalo Bills,"Gibbs, Jahmyr DET RB",,$6.90,1,2023 1.04,ACTIVE_ROSTER
Buffalo Bills,"James, Jordan SFO RB",,$1.13,3,2025 4.04,ACTIVE_ROSTER
Buffalo Bills,"Jeanty, Ashton LVR RB",,$10.80,3,2025 1.01,ACTIVE_ROSTER
Buffalo Bills,"Spears, Tyjae TEN RB",,$1.46,1,2023 3.08,ACTIVE_ROSTER
